ordre;CD_REF;CD_NOM;NOM_CITE;AUTEUR;NOMS_COMMUNS;POPULATION;RANG;FAMILLE;ENDEMISME;COMMENTAIRE;STATUT;CRITERES;TENDANCE;VERSION;STATUT_I;STATUT_EU;ANNEEEVAL;NOM_LISTE;TYPE_LISTE;GROUPE_GRAND_PUBLIC;
"40";"234066";"234066";"Metellina segmentata (Clerck, 1757)";"(Clerck, 1758)";"Méta d'automne";"";"ES";"Tetragnathidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"1412";"1412";"Metopobactrus prominulus (O. Pickard-Cambridge, 1873)";"(O. Pickard-Cambridge, 1873)";"";"";"ES";"Linyphiidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"1414";"1414";"Micrargus herbigradus (Blackwall, 1854)";"(Blackwall, 1854)";"";"";"ES";"Linyphiidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"233665";"233665";"Micrargus subaequalis (Westring, 1851)";"(Westring, 1851)";"";"";"ES";"Linyphiidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"1417";"1417";"Microlinyphia pusilla (Sundevall, 1830)";"(Sundevall, 1830)";"";"";"ES";"Linyphiidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"233668";"233668";"Microneta viaria (Blackwall, 1841)";"(Blackwall, 1841)";"";"";"ES";"Linyphiidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"1610";"1610";"Misumena vatia (Clerck, 1757)";"(Clerck, 1758)";"Misumène variable";"";"ES";"Thomisidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"233675";"233675";"Monocephalus fuscipes (Blackwall, 1836)";"(Blackwall, 1836)";"";"";"ES";"Linyphiidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"940";"940";"Myrmarachne formicaria (De Geer, 1778)";"(De Geer, 1778)";"Saltique fourmi";"";"ES";"Salticidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"2042";"2042";"Neon reticulatus (Blackwall, 1853)";"(Blackwall, 1853)";"";"";"ES";"Salticidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"234105";"234105";"Neottiura bimaculata (Linnaeus, 1767)";"(Linnaeus, 1767)";"Théridion à deux tâches";"";"ES";"Theridiidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"1463";"1463";"Neriene clathrata (Sundevall, 1830)";"(Sundevall, 1830)";"";"";"ES";"Linyphiidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"1466";"1466";"Neriene montana (Clerck, 1757)";"(Clerck, 1758)";"";"";"ES";"Linyphiidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"1467";"1467";"Neriene peltata (Wider, 1834)";"(Wider, 1834)";"";"";"ES";"Linyphiidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"1537";"1537";"Nesticus cellulanus (Clerck, 1757)";"(Clerck, 1758)";"Nestique alvéolé";"";"ES";"Nesticidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"805";"805";"Nigma flavescens (Walckenaer, 1830)";"(Walckenaer, 1830)";"";"";"ES";"Dictynidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"233268";"233268";"Nigma walckenaeri (Roewer, 1951)";"(Roewer, 1951)";"";"";"ES";"Dictynidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"1574";"1574";"Nuctenea umbratica (Clerck, 1758)";"(Clerck, 1758)";"Épeire des fissures";"";"ES";"Araneidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"233688";"233688";"Oedothorax apicatus (Blackwall, 1850)";"(Blackwall, 1850)";"";"";"ES";"Linyphiidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"1472";"1472";"Oedothorax fuscus (Blackwall, 1834)";"(Blackwall, 1834)";"";"";"ES";"Linyphiidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"1473";"1473";"Oedothorax gibbosus (Blackwall, 1841)";"(Blackwall, 1841)";"";"";"ES";"Linyphiidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"1474";"1474";"Oedothorax retusus (Westring, 1851)";"(Westring, 1851)";"";"";"ES";"Linyphiidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"234152";"234152";"Ozyptila atomaria (Panzer, 1801)";"(Panzer, 1800)";"Ozyptile sablée";"";"ES";"Thomisidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"234156";"234156";"Ozyptila claveata (Walckenaer, 1837)";"(Walckenaer, 1837)";"";"";"ES";"Thomisidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"234161";"234161";"Ozyptila praticola (C.L. Koch, 1837)";"(C.L. Koch, 1837)";"";"";"ES";"Thomisidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"234163";"234163";"Ozyptila sanctuaria (O. Pickard-Cambridge, 1871)";"(O. Pickard-Cambridge, 1871)";"";"";"ES";"Thomisidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"234165";"234165";"Ozyptila simplex (O. Pickard-Cambridge, 1862)";"(O. Pickard-Cambridge, 1862)";"";"";"ES";"Thomisidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"234166";"234166";"Ozyptila trux (Blackwall, 1846)";"(Blackwall, 1846)";"";"";"ES";"Thomisidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"234067";"234067";"Pachygnatha clercki Sundevall, 1823";"Sundevall, 1823";"";"";"ES";"Tetragnathidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"457316";"457316";"Pachygnatha degeeri Sundevall, 1830";"Sundevall, 1830";"";"";"ES";"Tetragnathidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"234111";"234111";"Paidiscura pallens (Blackwall, 1834)";"(Blackwall, 1834)";"";"";"ES";"Theridiidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"233702";"233702";"Palliduphantes ericaeus (Blackwall, 1853)";"(Blackwall, 1853)";"";"";"ES";"Linyphiidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"233709";"233709";"Palliduphantes pallidus (O. Pickard-Cambridge, 1871)";"(O. Pickard-Cambridge, 1871)";"";"";"ES";"Linyphiidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"719839";"719839";"Parasteatoda lunata (Clerck, 1757)";"(Clerck, 1758)";"Théridion au croissant";"";"ES";"Theridiidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"1923";"1923";"Pardosa amentata (Clerck, 1757)";"(Clerck, 1758)";"";"";"ES";"Lycosidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"1924";"1924";"Pardosa hortensis (Thorell, 1872)";"(Thorell, 1872)";"";"";"ES";"Lycosidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"1928";"1928";"Pardosa monticola (Clerck, 1757)";"(Clerck, 1758)";"";"";"ES";"Lycosidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"1933";"1933";"Pardosa nigriceps (Thorell, 1856)";"(Thorell, 1856)";"";"";"ES";"Lycosidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"1927";"1927";"Pardosa palustris (Linnaeus, 1758)";"(Linnaeus, 1758)";"";"";"ES";"Lycosidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"457340";"457340";"Pardosa prativaga (L. Koch, 1870)";"(L. Koch, 1870)";"";"";"ES";"Lycosidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"1922";"1922";"Pardosa pullata (Clerck, 1757)";"(Clerck, 1758)";"";"";"ES";"Lycosidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"907035";"907035";"Pardosa tenuipes L. Koch, 1882";"L. Koch, 1882";"";"";"ES";"Lycosidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"1504";"1504";"Pelecopsis parallela (Wider, 1834)";"(Wider, 1834)";"";"";"ES";"Linyphiidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"1678";"1678";"Philodromus aureolus (Clerck, 1757)";"(Clerck, 1758)";"";"";"ES";"Philodromidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"233940";"233940";"Philodromus buxi Simon, 1884";"Simon, 1884";"";"";"ES";"Philodromidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"1684";"1684";"Philodromus cespitum (Walckenaer, 1802)";"(Walckenaer, 1802)";"";"";"ES";"Philodromidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"1676";"1676";"Philodromus dispar Walckenaer, 1826";"Walckenaer, 1826";"Philodrome disparate";"";"ES";"Philodromidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"1680";"1680";"Philodromus rufus Walckenaer, 1826";"Walckenaer, 1826";"";"";"ES";"Philodromidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"2015";"2015";"Phlegra fasciata (Hahn, 1826)";"(Hahn, 1826)";"";"";"ES";"Salticidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"1342";"1342";"Pholcomma gibbum (Westring, 1851)";"(Westring, 1851)";"";"";"ES";"Theridiidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"1243";"1243";"Pholcus phalangioides (Fuessly, 1775)";"(Fuessly, 1775)";"Pholque phalangiste";"";"ES";"Pholcidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"1786";"1786";"Phrurolithus festivus (C.L. Koch, 1835)";"(C.L. Koch, 1835)";"Phrurolithus drôle";"";"ES";"Phrurolithidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"931";"931";"Pirata piraticus (Clerck, 1757)";"(Clerck, 1758)";"Pirate commune";"";"ES";"Lycosidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"806894";"806894";"Piratula hygrophila (Thorell, 1872)";"(Thorell, 1872)";"";"";"ES";"Lycosidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"806896";"806896";"Piratula latitans (Blackwall, 1841)";"(Blackwall, 1841)";"";"";"ES";"Lycosidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"1882";"1882";"Pisaura mirabilis (Clerck, 1757)";"(Clerck, 1758)";"Pisaure admirable";"";"ES";"Pisauridae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"716197";"716197";"Platnickina tincta (Walckenaer, 1802)";"(Walckenaer, 1802)";"";"";"ES";"Theridiidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"233734";"233734";"Pocadicnemis juncea Locket & Millidge, 1953";"Locket & Millidge, 1953";"";"";"ES";"Linyphiidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"233735";"233735";"Pocadicnemis pumila (Blackwall, 1841)";"(Blackwall, 1841)";"";"";"ES";"Linyphiidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"233745";"233745";"Prinerigone vagans (Audouin, 1826)";"(Audouin, 1826)";"";"";"ES";"Linyphiidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"234027";"234027";"Pseudeuophrys lanigera (Simon, 1871)";"(Simon, 1871)";"";"";"ES";"Salticidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"1335";"1335";"Robertus lividus (Blackwall, 1836)";"(Blackwall, 1836)";"";"";"ES";"Theridiidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"2064";"2064";"Salticus scenicus (Clerck, 1757) S";"(Clerck, 1758)";"altique arlequin";"";"ES";"Salticidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"233750";"233750";"Savignia frontata Blackwall, 1833";"Blackwall, 1833";"";"";"ES";"Linyphiidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"1120";"1120";"Scytodes thoracica (Latreille, 1802)";"(Latreille, 1802)";"Araignée cracheuse";"";"ES";"Scytodidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"1166";"1166";"Segestria bavarica C.L. Koch, 1843";"C.L. Koch, 1843";"";"";"ES";"Segestriidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"1167";"1167";"Segestria senoculata (Linnaeus, 1758)";"(Linnaeus, 1758)";"";"";"ES";"Segestriidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"234118";"234118";"Simitidion simile (C.L. Koch, 1836)";"(C.L. Koch, 1836)";"";"";"ES";"Theridiidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"1310";"1310";"Steatoda bipunctata (Linnaeus, 1758)";"(Linnaeus, 1758)";"";"";"ES";"Theridiidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"234120";"234120";"Steatoda grossa (C.L. Koch, 1838)";"(C.L. Koch, 1838)";"Stéatode domestique";"";"ES";"Theridiidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"234125";"234125";"Steatoda triangulosa (Walckenaer, 1802)";"(Walckenaer, 1802)";"";"";"ES";"Theridiidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"1489";"1489";"Stemonyphantes lineatus (Linnaeus, 1758)";"(Linnaeus, 1758)";"";"";"ES";"Linyphiidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"233763";"233763";"Styloctetor romanus (O. Pickard-Cambridge, 1873)";"(O. Pickard-Cambridge, 1873)";"";"";"ES";"Linyphiidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"2009";"2009";"Synageles venator (Lucas, 1836)";"(Lucas, 1836)";"";"";"ES";"Salticidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"234169";"234169";"Synema globosum (Fabricius, 1775)";"(Fabricius, 1775)";"Thomise Napoléon";"";"ES";"Thomisidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"233773";"233773";"Tapinocyba insecta (L. Koch, 1869)";"(L. Koch, 1869)";"";"";"ES";"Linyphiidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"1492";"1492";"Tapinocyba praecox (O. Pickard-Cambridge, 1873)";"(O. Pickard-Cambridge, 1873)";"";"";"ES";"Linyphiidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"1842";"1842";"Tegenaria silvestris L. Koch, 1872";"L. Koch, 1872";"";"";"ES";"Agelenidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"233781";"233781";"Tenuiphantes flavipes (Blackwall, 1854)";"(Blackwall, 1854)";"";"";"ES";"Linyphiidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"233787";"233787";"Tenuiphantes tenuis (Blackwall, 1852)";"(Blackwall, 1852)";"";"";"ES";"Linyphiidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"233788";"233788";"Tenuiphantes zimmermanni (Bertkau, 1890)";"(Bertkau, 1890)";"";"";"ES";"Linyphiidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"1530";"1530";"Tetragnatha extensa (Linnaeus, 1758)";"(Linnaeus, 1758)";"";"";"ES";"Tetragnathidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"1529";"1529";"Tetragnatha montana Simon, 1874";"Simon, 1874";"";"";"ES";"Tetragnathidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"234070";"234070";"Tetragnatha nigrita Lendl, 1886";"Lendl, 1886";"";"";"ES";"Tetragnathidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"1687";"1687";"Thanatus striatus C.L. Koch, 1845";"C.L. Koch, 1845";"";"";"ES";"Philodromidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"234139";"234139";"Theridion melanurum Hahn, 1831";"Hahn, 1831";"";"";"ES";"Theridiidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"234144";"234144";"Theridion pictum (Walckenaer, 1802)";"(Walckenaer, 1802)";"";"";"ES";"Theridiidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"1286";"1286";"Theridion varians Hahn, 1833";"Hahn, 1833";"";"";"ES";"Theridiidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"1353";"1353";"Theridiosoma gemmosum (L. Koch, 1877)";"(L. Koch, 1877)";"Théridiosome précieuse";"";"ES";"Theridiosomatidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"1700";"1700";"Tibellus oblongus (Walckenaer, 1802)";"(Walckenaer, 1802)";"Philodrome oblong";"";"ES";"Philodromidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"1425";"1425";"Tiso vagans (Blackwall, 1834)";"(Blackwall, 1834)";"";"";"ES";"Linyphiidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"233387";"233387";"Trachyzelotes pedestris (C.L. Koch, 1837)";"(C.L. Koch, 1837)";"";"";"ES";"Gnaphosidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"233805";"233805";"Trichopterna cito (O. Pickard-Cambridge, 1873)";"(O. Pickard-Cambridge, 1873)";"";"";"ES";"Linyphiidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"233895";"233895";"Trochosa ruricola (De Geer, 1778)";"(De Geer, 1778)";"";"";"ES";"Lycosidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"1941";"1941";"Trochosa terricola Thorell, 1856";"Thorell, 1856";"Trochose terrassière";"";"ES";"Lycosidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"233821";"233821";"Troxochrus scabriculus (Westring, 1851)";"(Westring, 1851)";"";"";"ES";"Linyphiidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
"40";"233829";"233829";"Walckenaeria antica (Wider, 1834)";"(Wider, 1834)";"";"";"ES";"Linyphiidae";"";"";"LC";"";"";"2018";"";"";"";"Liste rouge des Araignées du Nord et du Pas-de-Calais";"LRR_araignées_NPDC_2018";"Insectes et araignées";
